"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"9476068",256908000,"Cargo","9HFI9","Malta [MT]","10965","16884","152","21","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=359189&size=","Bulk Carrier","STAR II"
"9598842",273359980,"Gross Tonnage:","UDXG","Russia [RU]","5686","7152","139","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1707531&size=","General Cargo","NEVA LEADER 4"
"9442380",353383000,"Cargo","3FHV7","Panama [PA]","44366","83416","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=385473&size=","Bulk Carrier","KEY EVOLUTION"
"",224549770,"Pleasure Craft","-","Spain [ES]","","","12","4","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","DONOSTI IV"
"9208124",209858000,"Tanker","P3DM9","Cyprus [CY]","23235","37389","182","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=8387&size=","Chemical Tanker","BALTIC CHIEF I"
"9555606",477733100,"Tanker","VRGL9","Hong Kong [HK]","5083","7000","118","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=613045&size=","Oil/Chemical Tanker","ANGEL NO.3"
"9407275",538090314,"Tanker","V7MT8","Marshall Is [MH]","42010","73666","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=55093&size=","Oil/Chemical Tanker","KING DOUGLAS"
"",227518540,"Sailing Vessel","FJ2815","France [FR]","","","6","2","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","ISIS"
"",227237270,"Sailing Vessel","FAB7734","France [FR]","","","15","14","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1464999&size=","Sailing Vessel","ARKEMA"
"8805470",657116100,"Tanker","5NYZ","Nigeria [NG]","22607","40392","175","79","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=171117&size=","Crude Oil Tanker","REMI"
"",367563720,"Sailing Vessel","WDG7088","USA [US]","","","15","3","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","PERSISTENT LADY"
"9594585",538004345,"Cargo","V7WN4","Marshall Is [MH]","32987","57000","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1583399&size=","Bulk Carrier","D CENTAURUS"
"9637222",538005371,"Cargo","V7DD7","Marshall Is [MH]","141868","146046","365","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1591083&size=","Container Ship","HYUNDAI DREAM"
"",261015180,"Sailing Vessel","SPS2747","Poland [PL]","","","13","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=253302&size=","Sailing Vessel","KATE"
"",224942860,"Pilot Vessel","-","Spain [ES]","","","10","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1490536&size=","Pilot Vessel","PILOT 1 PUNTA LIMA"
"9330355",636091197,"Tanker","A8KN5","Liberia [LR]","41966","73815","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=105803&size=","Crude Oil Tanker","NEW YORK STAR"
"9363766",538003141,"Cargo","V7OR6","Marshall Is [MH]","11743","18965","139","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=480089&size=","Bulk Carrier","EQUATOR"
"",211392650,"Sailing Vessel","DJ8163","Germany [DE]","","","10","2","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","MON JUAN"
"9605231",477519400,"Cargo","VRMO6","Hong Kong [HK]","94402","111840","299","88","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1451537&size=","Container Ship","MSC ARBATAX"
"9525297",564306000,"Cargo","9V9268","Singapore [SG]","50869","61614","249","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1310627&size=","Container Ship","MAERSK COTONOU"
"9614921",477098300,"Cargo","VRKL7","Hong Kong [HK]","92745","181366","291","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1859128&size=","Bulk Carrier","FORTUNE VIOLET"
"9122851",256545000,"Cargo","9HWW8","Malta [MT]","37808","71662","223","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=322057&size=","Bulk Carrier","CAPTAIN EVANGELOS N.M."
"9043146",370511000,"Cargo","H8YL","Panama [PA]","6459","8601","130","87","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=761944&size=","General Cargo","ANO KATO"
"9398890",224692000,"Passenger","ECNO","Spain [ES]","10333","3400","154","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=82123&size=","Ro-Ro/Passenger Ship","VOLCAN DE TIJARAFE"
"8716045",515331000,"Unspecified","XUFZ2","Cambodia [KH]","790","1784","69","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=701480&size=","Oil/Chemical Tanker","DEJIKUN"
"9224673",271002721,"Cargo","TCTP4","Turkey [TR]","27581","48377","187","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=82598&size=","Bulk Carrier","HALIL SAHIN"
"9534834",370103000,"Unspecified","HP5614","Panama [PA]","294","309","31","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1847858&size=","Tug","ES RAINBOW"
"9209271",352283000,"Cargo","H3CM","Panama [PA]","52276","17693","189","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1124291&size=","Ro-Ro Cargo","FRONTIER ACE"
"9254202",354556000,"Tanker","3FMW6","Panama [PA]","8253","14045","134","20","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1115791&size=","Chemical Tanker","CHEMICAL PROVIDER"
"9312808",372531000,"Cargo","3EJI4","Panama [PA]","97825","103260","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1245821&size=","Container Ship","NYK VESTA"
"8733768",224168000,"Fishing","EAST","Spain [ES]","243","","","1999","http://www.marinetraffic.com/img/no_photo.png","Trawler","PEIX MAR VEINTIDOS"
"9292840",247114500,"Tanker","IBPB","Italy [IT]","83669","158609","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=89181&size=","Tanker","VALTAMED"
"9529499",229336000,"Tanker","9HA3245","Malta [MT]","81380","158513","274","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1189729&size=","Oil Products Tanker","BORDEIRA"
"",617082000,"Fishing","D4FC","Cape Verde [CV]","","","24","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1063735&size=","Fishing","CONDOR"
"9102899",370236000,"Cargo","3EZK","Panama [PA]","6353","9085","130","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=756050&size=","Cargo/Containership","AZBURG"
"8517463",740368000,"Fishing","ZDLB2","UK [UK]","950","980","55","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1045353&size=","Trawler","KALATXORI"
"9480227",636092276,"Cargo - Hazard A (Major)","A8ZV8","Liberia [LR]","61870","73800","270","41","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=853516&size=","Container Ship","MSC VIGO"
"9320245",220415000,"Cargo","OYGM2","Denmark [DK]","98648","126453","366","93","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=57354&size=","Container Ship","GERD MAERSK"
"9259800",576902000,"Unspecified","YJUC7","Vanuatu [VU]","4544","2300","85","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1380537&size=","Offshore Supply Ship","ALDEN J LABORDE"
"9299771",636013055,"Tanker","A8KG8","Liberia [LR]","57243","106094","243","96","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=324101&size=","Oil Products Tanker","KANPUR"
"8307387",215330000,"Cargo","9HKN7","Malta [MT]","24942","42838","189","52","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=733590&size=","Bulk Carrier","JIMILTA II"
"9279989",352983000,"Cargo - Hazard A (Major)","H8PA","Panama [PA]","73819","85680","303","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=163605&size=","Container Ship","MSC STELLA"
"8863496",412660240,"Cargo","-","China [CN]","1328","1013","73","99","http://www.marinetraffic.com/img/no_photo.png","Reefer","HAI FENG 823"
"9362621",304881000,"Cargo","V2BO7","Antigua Barbuda [AG]","7002","7530","16","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=381224&size=","General Cargo","BBC AFRICA"
"9041124",271000359,"Cargo","TCVF","Turkey [TR]","2805","4495","95","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=124331&size=","General Cargo","UMIT G"
"9360324",477163800,"Tanker","VREQ4","Hong Kong [HK]","29266","47128","183","21","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=441190&size=","Oil/Chemical Tanker","ATLANTIC TITAN"
"9465370",247304200,"Cargo","IBNN","Italy [IT]","47218","26650","210","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=573750&size=","Ro-Ro Cargo","GRANDE TOGO"
"9454151",371398000,"Cargo","3EYK3","Panama [PA]","92249","178462","292","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=742654&size=","Bulk Carrier","AM GIJON"
"8724494",631154153,"Passenger","3CAK","Equ. Guinea [GQ]","4504","1592","104","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=331115&size=","Research/Survey Vessel","DJIBLOHO"
"",529147000,"Pleasure Craft","JVRC5","Kiribati [KI]","","","12","10","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=288192&size=","Pleasure Craft","JOLLY RUBY"
"9295385",371474000,"Cargo - Hazard A (Major)","3ECV4","Panama [PA]","65483","72045","274","67","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1155405&size=","Container Ship","MSC MARTA"
"",224181470,"Fishing","-","Spain [ES]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1821533&size=","Fishing","MOBY DICK SEPTIMO"
"9406881",538002731,"Cargo","V7LE4","Marshall Is [MH]","88955","174187","288","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=151913&size=","Bulk Carrier","SIDERIS GS"
"9344069",548801000,"Unspecified","DUAH","Philippines [PH]","43158","82656","228","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1309957&size=","Bulk Carrier","EPSON TRADER"
"",273351520,"Tug","-","Russia [RU]","","","41","10","http://www.marinetraffic.com/img/no_photo.png","Tug","DUNAYSKIY-60"
"8918930",306877000,"Cargo","PJWP","Curacao [CW]","42609","53806","216","86","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=369524&size=","Heavy Lift Vessel","TRANSPORTER"
"9663817",271043758,"Cargo","TCA3065","Turkey [TR]","23461","35436","179","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1836427&size=","Bulk Carrier","FUAT BEY"
"9541825",241202000,"Cargo","SVBO5","Greece [GR]","34456","58475","196","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1197021&size=","Bulk Carrier","LACONIC"
"9565699",566402000,"Tanker","9V9467","Singapore [SG]","19899","33591","170","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1786687&size=","Oil/Chemical Tanker","GENUINE GALAXY"
"9448683",636092201,"Cargo","A8YK5","Liberia [LR]","12514","14292","158","24","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=825012&size=","Container Ship","E.R.TURKU"
"8903583",224261000,"Fishing","EHQA","Spain [ES]","149","141","31","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2056371&size=","Fishing Vessel","CEDES"
"9377030",256784000,"Tanker","9HCM9","Malta [MT]","3999","6167","107","34","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=71201&size=","Oil/Chemical Tanker","BOMAR MARS"
"9065895",370447000,"Cargo","3ESW2","Panama [PA]","7662","9455","126","08","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=12196&size=","General Cargo","HARMA"
"9177040",210280000,"Cargo","5BTV3","Cyprus [CY]","37237","13000","176","31","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=467024&size=","Vehicles Carrier","DRESDEN"
"9215311",244079000,"Cargo - Hazard B","PFDH","Netherlands [NL]","80654","88700","299","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=781535&size=","Container Ship","MAERSK KAMPALA"
"9207223",204201560,"Fishing","CUTM7","Portugal [PT]","139","","","2000","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1268774&size=","Fishing Vessel","MESTRE AFONSO"
"9117868",354184000,"Cargo","3FST6","Panama [PA]","16498","27239","167","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=483293&size=","Bulk Carrier","MAHONI"
"8315009",405000102,"Cargo","S2AA","Bangladesh [BD]","22064","38870","179","91","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=462598&size=","Bulk Carrier","MIGTHY ROYAL"
"9546239",538004890,"Cargo","V7ZQ2","Marshall Is [MH]","23432","33500","180","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1553471&size=","Bulk Carrier","VIGOROUS"
"",224074180,"Fishing","EEIW","Spain [ES]","","","32","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1034576&size=","Fishing","CIMA DE ORO"
"",224027330,"SAR","EB7343","Spain [ES]","","","15","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2235959&size=","SAR","SALVAMAR CANOPUS"
"9608867",538004722,"Tanker - Hazard B","V7YS4","Marshall Is [MH]","40976","74902","228","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1070076&size=","Tanker","MAGIC VICTORIA"
"9303077",371800000,"Cargo","3EES4","Panama [PA]","31228","56039","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=92503&size=","Bulk Carrier","OCEAN GLORY"
"9482873",636092138,"Tanker - Hazard A (Major)","A8XG7","Liberia [LR]","43904","75618","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1165904&size=","Oil Products Tanker","CORDULA JACOB"
"8709951",371729000,"Other","3EGU3","Panama [PA]","5739","1100","83","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1703297&size=","Research/Survey Vessel","BGP PIONEER"
"8711370",310635000,"Cargo","ZCEG5","Bermuda [BM]","35919","45983","235","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=167575&size=","Container Ship","HEIDELBERG EXPRESS"
"",996261004,"Cardinal Mark S","-","Gabon [GA]","","","2","2","http://www.marinetraffic.com/img/no_photo.png","Cardinal Mark S","CS G"
"9390331",249128000,"Tanker","9HLI9","Malta [MT]","3300","4684","99","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=281351&size=","Chemical Tanker","FENNO SWA"
"9231585",576642000,"Cargo","YJRU2","Vanuatu [VU]","40360","49923","199","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=147546&size=","Wood Chips Carrier","STELLAR PEACE"
"9602784",247302100,"Cargo","ICPC","Italy [IT]","151915","313049","330","57","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1070460&size=","Bulk Carrier","GEMMA"
"",635000680,"Unspecified","FGG3030","Antarctica [AQ]","","","","","http://www.marinetraffic.com/img/no_photo.png","Unspecified","SURFER 1888"
"9503184",373026000,"Cargo","3FKE2","Panama [PA]","33090","58723","197","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=758972&size=","Bulk Carrier","BULK PATAGONIA"
"9401245",244819000,"Cargo","PHMW","Netherlands [NL]","2545","3850","88","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=108837&size=","General Cargo","BEAUMARE"
"9230098",256703000,"Tanker","9HDW7","Malta [MT]","59693","105946","248","43","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2207904&size=","Tanker","MINERVA ASTRA"
"9668257",657101100,"Other","5NX0","Nigeria [NG]","3602","5076","87","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1395147&size=","Offshore Supply Ship","TEMILE"
"9364758",412069000,"Cargo","BQBP","China [CN]","40892","76432","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1245727&size=","Bulk Carrier","DE XIN HAI"
"9439383",247287800,"Tanker - Hazard D (Recognizable)","ICNB","Italy [IT]","60185","108983","243","42","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=311347&size=","Oil Products Tanker","GIOVANNI BATISTA DE CARLINI"
"9483231",636091985,"Cargo","A8VD4","Liberia [LR]","32672","56000","188","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=482416&size=","Bulk Carrier","CLARKE QUAY"
"9441582",311054400,"Cargo","C6ZE8","Bahamas [BS]","58767","20434","199","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1117475&size=","Vehicles Carrier","GLOVIS CLIPPER"
"9355238",355222000,"Cargo","3FRA8","Panama [PA]","59217","18054","199","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=128411&size=","Ro-Ro Cargo","GRAND DAHLIA"
"9414888",371516000,"Cargo","3EWM8","Panama [PA]","58100","106498","254","62","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=316053&size=","Bulk Carrier","AOM ELENA"
"9565560",357694000,"Cargo","3FYE5","Panama [PA]","58535","21616","199","94","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=638069&size=","Ro-Ro Cargo","DALIAN HIGHWAY"
"9190080",212852000,"Cargo","P3MA8","Cyprus [CY]","12993","17451","143","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=517740&size=","General Cargo","ONEGO PIONEER"
"9320013",636090958,"Cargo","A8ID9","Liberia [LR]","25406","33742","207","53","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=36110&size=","Container Ship","FRISIA HANNOVER"
"9259044",210754000,"Cargo","C4VM2","Cyprus [CY]","3164","5000","95","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=8140&size=","General Cargo","ATLANTIC ISLAND"
"9378204",210582000,"Other","5BJL2","Cyprus [CY]","7131","2200","102","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=459275&size=","Research/Survey Vessel","POLAR DUKE"
"9513139",538005435,"Tanker","V7DU6","Marshall Is [MH]","83850","156532","274","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=434505&size=","Crude Oil Tanker","SUEZ GEORGE"
"9321469",372004000,"Tanker","3EHC2","Panama [PA]","7064","10725","121","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=141623&size=","Oil/Chemical Tanker","PANTELENA"
"9673783",563581000,"Cargo","9V2031","Singapore [SG]","43291","81120","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1932753&size=","Bulk Carrier","NICOLE"
"9173202",253049000,"Tanker","LXFW","Luxembourg [LU]","4915","8012","116","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1511579&size=","Oil/Chemical Tanker","CAP FERRET"
"9367401",538003481,"Tanker","V7RD4","Marshall Is [MH]","11640","21205","145","53","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=143694&size=","Oil/Chemical Tanker","FAIRCHEM CHARGER"
"9290646",220565000,"Tanker","OYNA2","Denmark [DK]","29242","46922","183","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=173986&size=","Oil/Chemical Tanker","TORM KANSAS"
"",261213000,"Military Ops","SPWT","Poland [PL]","","","72","12","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=526614&size=","Military Ops","ORP WODNIK"
"9622588",477182200,"Cargo","VRLJ2","Hong Kong [HK]","141003","144342","366","47","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1254014&size=","Container Ship","OOCL POLAND"
"",224068180,"Other","ECAE","Spain [ES]","","","","","http://www.marinetraffic.com/img/no_photo.png","Other","GOBER CUARTO"
"9643453",212366000,"Cargo","5BYG3","Cyprus [CY]","23163","34753","182","29","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1984577&size=","Bulk Carrier","HANDY STRANGER"
"9457309",477614800,"Cargo","VRFT5","Hong Kong [HK]","32505","53000","189","89","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1082426&size=","Bulk Carrier","CMB CORALIE"
"8912261",312338000,"Cargo","V3PB4","Belize [BZ]","16722","28452","169","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=304957&size=","Bulk Carrier","ABK TRADER"
"",657350000,"Unspecified","5NKM2","Nigeria [NG]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2174078&size=","Unspecified","SIKA 2"
"9062934",258523000,"Fishing","LGWS","Norway [NO]","1444","500","56","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=273290&size=","Trawler","DR.FRIDTJOF NANSEN"
"9367621",477829600,"Cargo","VRCW8","Hong Kong [HK]","16951","28448","169","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=30827&size=","Bulk Carrier","PORT ANGELES"
"",242902000,"Other","CNA4267","Morocco [MA]","","","15","6","http://www.marinetraffic.com/img/no_photo.png","Other","VB MARSA"
"9120023",431700260,"Fishing","JQTN","Japan [JP]","410","","49","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1137833&size=","Fishing Vessel","SHOEI MARU NO.7"
"9282821",215705000,"Tanker - Hazard D (Recognizable)","9HUZ7","Malta [MT]","25364","40095","175","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=133904&size=","Oil/Chemical Tanker","HOPE A"
"9314870",538002757,"Tanker","V7LI9","Marshall Is [MH]","23315","37266","182","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=261972&size=","Tanker","KRISJANIS VALDEMARS"
"9038488",636016280,"Cargo","D5BR9","Liberia [LR]","10402","10621","150","01","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38427&size=","Reefer","BALTIC PATRIOT"
"7000724",373678000,"Tug","HP7306","Panama [PA]","221","175","31","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1276379&size=","Tug","WORLD TUG 1"
"9619919",219018501,"Cargo","OWJD2","Denmark [DK]","194849","194435","399","44","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1426755&size=","Container Ship","MAJESTIC MAERSK"
"9323883",241284000,"Cargo","SVBV8","Greece [GR]","47051","87144","229","37","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=527619&size=","Bulk Carrier","ASTROMAR"
"9389461",576356000,"Tug","YJVE5","Vanuatu [VU]","2258","2094","70","16","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1049405&size=","Multi Purpose Offshore Vessel","SUTTON TIDE"
"9580182",357494000,"Tanker - Hazard D (Recognizable)","3EYM8","Panama [PA]","5844","6513","119","29","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1795244&size=","LPG Tanker","EMMANUEL"
"9496678",636091924,"Cargo","A8UO7","Liberia [LR]","51255","93260","229","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=365400&size=","Bulk Carrier","TRANS SHANGHAI"
"9449209",617068000,"Tanker","D4FV","Cape Verde [CV]","1446","2150","69","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=382332&size=","Oil/Chemical Tanker","CIPREIA"
"7514189",7514189,"Tug","3CABR","-","260","","31","10","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2267756&size=","Tug","RADO"
"9422548",538004173,"Tanker","V7VO6","Marshall Is [MH]","63298","115382","250","44","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=931140&size=","Oil Products Tanker","DUBAI BEAUTY"
"8770613",370494000,"Other","HO8562","Panama [PA]","7410","4025","91","84","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=841114&size=","Platform","WEST MISCHIEF"
"8918722",312341000,"Cargo","V3TY7","Belize [BZ]","5658","6847","109","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=728594&size=","General Cargo","PRINCE JOY"
"9337602",374750000,"High Speed Craft","HO7326","Panama [PA]","461","263","53","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1883013&size=","High Speed Craft","BOURBON EXPRESS"
"",996131604,"OffShore Structure","-","Cameroon [CM]","","","","","http://www.marinetraffic.com/img/no_photo.png","OffShore Structure","BAF-3"
"9013737",247118400,"Other","IQXI","Italy [IT]","351","196","41","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1309278&size=","Fishing Vessel","IDRA Q"
"7902348",236111806,"Tug","ZDKT8","Gibraltar [GI]","384","85","39","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1644520&size=","Tug","CAPABLE"
"9440318",209569000,"Cargo","5BEA3","Cyprus [CY]","13697","21274","167","23","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=368106&size=","Bulk Carrier","SAINT FANOURIS"
"9187136",245871000,"Unspecified","PHQA","Netherlands [NL]","2999","5049","94","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1091927&size=","General Cargo","SHARON"
"9278064",235007540,"Tanker","MESN4","United Kingdom [GB]","30095","51314","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=29567&size=","Oil/Chemical Tanker","ENERGY PROTECTOR"
"9379131",538002911,"Tanker - Hazard A (Major)","V7MV6","Marshall Is [MH]","29597","46763","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=86267&size=","Oil/Chemical Tanker","MR KENTAURUS"
"8812954",518661000,"Cargo","E5U2608","Cook Is [CK]","2854","2700","91","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1721069&size=","General Cargo","ALGA"
"9331402",371094000,"Tanker - Hazard B","3EBF6","Panama [PA]","11728","19983","144","09","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=104154&size=","Chemical Tanker","TARUCA"
"9182485",257359000,"Cargo","LAHF5","Norway [NO]","26966","46223","185","73","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=143652&size=","Bulk Carrier","STOVE CAMPBELL"
"9188075",224040840,"Fishing","EARU","Spain [ES]","155","175","30","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1534113&size=","Fishing Vessel","SANTUARIO BARQUERENO"
"8813116",355031000,"Tanker - Hazard D (Recognizable)","3EFU4","Panama [PA]","11822","16259","158","21","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1242230&size=","LPG Tanker","ANTARCTICGAS"
"9522958",229311000,"Cargo","9HA3221","Malta [MT]","21934","33000","179","28","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1292319&size=","Bulk Carrier","LOZA"
"9415296",305230000,"Cargo","V2DI9","Antigua Barbuda [AG]","32269","38635","210","86","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=169965&size=","Container Ship","PENELOPE"
"9313967",219118000,"Cargo","OXVA2","Denmark [DK]","48788","53890","293","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1138214&size=","Container Ship","SEAGO BREMERHAVEN"
"9474450",249537000,"Tanker - Hazard B","9HTW9","Malta [MT]","7244","11161","129","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=698430&size=","Oil/Chemical Tanker","CEVDET A"
"9362372",372639000,"Tanker","3EJX5","Panama [PA]","30042","50605","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=722356&size=","Oil/Chemical Tanker","BRIGHT DAWN"
"9547154",477947900,"Cargo","VRKJ9","Hong Kong [HK]","24000","38462","184","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1043562&size=","General Cargo","JIN YU"
"",995036140,"Reference Point","-","Australia [AU]","","","499","8","http://www.marinetraffic.com/img/no_photo.png","Reference Point","GLT VIRT ATN93S1N"
"9245677",538004010,"Cargo","V7UR4","Marshall Is [MH]","9966","13698","147","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2017851&size=","Container Ship","COVE ISLAND"
